Date,Open,High,Low,Close,Volume,Price,Return,SMA_10,SMA_15,SMA_20,SMA_30,SMA_50,SMA_100,SMA_150,SMA_200,EMA_12,EMA_26,RSI_14,Vol_20,Signal,Position,Trade,Gross_Strategy_Return,Transaction_Cost,Strategy_Return,Portfolio_Value,Buy_Hold_Value,Running_Max,Drawdown
2021-04-21,128.91807261047788,130.27192605122198,127.88563953707525,130.02842712402344,68847100,130.02842712402344,0.0029299789752381677,129.6553741455078,127.03045654296875,,,,,,,128.07599021638444,124.55461244766646,73.83476332723612,,0,0,0,0.0,0.0,0.0,10000.0,10997.612582191301,10000.0,0.0
2021-04-22,129.58034294411806,130.66147844484067,127.99274053029319,128.5089569091797,84566500,128.5089569091797,-0.011685677112701298,129.80926132202148,127.66614888509115,,,,,,,128.14260047681447,124.847526852223,68.23009143573464,,0,0,0,-0.0,0.0,-0.0,10000.0,10869.098032545233,10000.0,0.0
2021-04-23,128.7232835065709,131.6063026401296,128.7232835065709,130.82711791992188,78657500,130.82711791992188,0.01803890613150405,129.9378318786621,128.40119222005208,,,,,,,128.55560316036946,125.2904595239044,67.54182320689029,,0,0,0,0.0,0.0,0.0,10000.0,11065.164671688432,10000.0,0.0
2021-04-26,131.32381490404939,131.54782970744535,130.0868364590517,131.2166748046875,66905100,131.2166748046875,0.0029776463088033722,130.2767791748047,128.9739008585612,,,,,,,128.96499879795687,125.72943843359204,67.66301661706865,,0,0,0,0.0,0.0,0.0,10000.0,11098.112818429387,10000.0,0.0
2021-04-27,131.49912083847275,131.88872793710226,130.62253087504087,130.89524841308594,66015800,130.89524841308594,-0.0024495849485592913,130.27288360595702,129.505051167806,127.18434600830078,,,,,,129.2619602772075,126.11209102466566,64.27635793702677,,0,0,0,-0.0,0.0,-0.0,10000.0,11070.927048311949,10000.0,0.0
2021-04-28,130.81730512551528,131.5088483212376,129.61929507922395,130.10629272460938,107760100,130.10629272460938,-0.006027382185690433,130.4238494873047,129.87386881510417,127.85055694580078,,,,,,129.39185757680778,126.40795781725409,57.63748793720995,0.2145063454588669,0,0,0,-0.0,0.0,-0.0,10000.0,11004.198339841876,10000.0,0.0
2021-04-29,132.92119413868548,133.50559750247544,129.00572727008065,130.00894165039062,151101000,130.00894165039062,-0.0007482426267022557,130.3245056152344,130.0764592488607,128.40232543945314,,,,,,129.48679358812822,126.67469736044939,51.29454322988536,0.20963259532872047,0,0,0,-0.0,0.0,-0.0,10000.0,10995.96452957132,10000.0,0.0
2021-04-30,128.3530983774782,130.08680880809916,127.66157004294367,128.0414276123047,109839500,128.0414276123047,-0.0151336824460645,130.0615203857422,129.9764602661133,128.81432342529297,,,,,,129.2644295918477,126.7759366383646,50.584964786282335,0.22061448883603424,0,0,0,-0.0,0.0,-0.0,10000.0,10829.5550941926,10000.0,0.0
2021-05-03,128.6063859381181,130.58361088598772,128.40185516343865,129.0933837890625,75135100,129.0933837890625,0.008215748577429238,129.8375030517578,130.06087239583334,129.13769035339357,,,,,,129.23811485295766,126.94759939026814,44.33801098230628,0.20840222382873425,0,0,0,0.0,0.0,0.0,10000.0,10918.527996051906,10000.0,0.0
2021-05-04,127.77847076247717,128.07067238199318,123.40522566029897,124.52532196044922,137564700,124.52532196044922,-0.035385716095857056,129.32517929077147,129.63361358642578,129.21755676269532,,,,,,128.51306979257174,126.76817143250378,38.98838449808196,0.24834217135882153,0,0,0,-0.0,0.0,-0.0,10000.0,10532.168064198946,10000.0,0.0
2021-05-05,125.84021547722773,127.05770985077288,124.64220517501703,124.76882934570312,84000900,124.76882934570312,0.001955484887894876,128.79921951293946,129.37842661539713,129.22729682922363,,,,,,127.9370328007458,126.62007201866669,30.90702854584356,0.24390779254315018,0,0,0,0.0,0.0,0.0,10000.0,10552.763559685256,10000.0,0.0
2021-05-06,124.5643128982338,126.37594554444907,123.82407406523244,126.3662109375,78128300,126.3662109375,0.012802729657508616,128.58494491577147,129.06934865315756,129.19710311889648,,,,,,127.69536789870799,126.60126749413583,37.76307457430106,0.23825070092085054,0,0,0,0.0,0.0,0.0,10000.0,10687.867738679515,10000.0,0.0
2021-05-07,127.66381362314827,128.06381882504127,126.3271629457147,127.03939819335938,78973300,127.03939819335938,0.005327272621890478,128.20617294311523,128.8272232055664,129.07200241088867,,,,,,127.59444948250051,126.63372162000424,37.80165145965627,0.22693776777075278,0,0,0,0.0,0.0,0.0,10000.0,10744.804923870168,10000.0,0.0
2021-05-10,126.25886899143829,126.38569336703041,123.7221730582719,123.76119995117188,88071200,123.76119995117188,-0.025804579436041863,127.46062545776367,128.32239939371746,128.86870231628419,,,,,,127.00471878537303,126.42094223712778,34.66401735540015,0.240026102346361,0,0,0,-0.0,0.0,-0.0,10000.0,10467.539751687387,10000.0,0.0
2021-05-11,120.4927732833166,123.19532046962064,119.78054551827158,122.8440933227539,126142800,122.8440933227539,-0.0074102919879558415,126.65550994873047,127.86876831054687,128.46419677734374,127.00806732177735,,,,,126.3646225603547,126.15599046569267,31.79506869103284,0.22038854169836183,0,0,0,-0.0,0.0,-0.0,10000.0,10389.97222573185,10000.0,0.0
2021-05-12,120.39521236408822,121.60501628867115,119.27321336720668,119.78054809570312,112172300,119.78054809570312,-0.024938482137694562,125.62293548583985,127.18557637532552,128.02339248657228,127.10801645914714,,,,,125.35168802733138,125.68373547532308,29.487577617478678,0.22798707815558072,1,0,0,-0.0,0.0,-0.0,10000.0,10130.862088969292,10000.0,0.0
2021-05-13,121.54648377421124,123.07825403932372,121.23427605914434,121.92698669433594,105861300,121.92698669433594,0.01791975936625234,124.81473999023437,126.7467783610026,127.56962280273437,127.20646362304687,,,,,124.82481089917823,125.40545778784255,28.913825913682757,0.22698656110735976,1,1,1,0.01791975936625234,0.001,0.01691975936625234,10169.197593662522,10312.404699776309,10169.197593662522,0.0
2021-05-14,123.17578845259833,124.77585354473081,122.78552704006465,124.34656524658203,81918000,124.34656524658203,0.019844487408778866,124.44525375366212,126.31474151611329,127.25338706970214,127.35796686808268,,,,,124.75123464493265,125.32702130330473,35.151621883045806,0.24165606028537595,1,1,0,0.019844487408778866,0.0,0.019844487408778866,10371.000107267342,10517.049084995253,10371.000107267342,0.0
2021-05-17,123.7319305977149,123.83925269137897,122.12210663637244,123.19532012939453,74244600,123.19532012939453,-0.009258358804720923,123.8554473876953,125.77998453776041,126.84647521972656,127.3769426981608,,,,,124.5118631810037,125.16911751264472,33.93440269110634,0.24116034694383243,1,1,0,-0.009258358804720923,0.0,-0.009258358804720923,10274.981667110464,10419.678470999504,10371.000107267342,-0.009258358804720812
